NUMERO_REGISTRO_PRODUTO;IDENTIFICADOR_DO_ITEM;NOME_PRODUTO;TIPO_PRODUTO;CATEGORIA_REGULATORIA;CLASSE_TERAPEUTICA
104920162;25351052132;carbonato de lítio;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
100431166;25351086853;carbonato de lítio;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
107140264;25351625758;carbonato de lítio;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
102980545;25351767241;carbonato de lítio;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
109740347;25351206303;carbonato de lítio;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
127580058;25351214042;carenvit;MEDICAMENTO;SIMILAR;POLIVITAMINICOS SEM MINERAIS
104400225;25351732249;carisoprodol + diclofenaco sódico + paracetamol + cafeína;MEDICAMENTO;GENÉRICO;RELAXANTES MUSCULARES
151430061;25351726982;carmustina;MEDICAMENTO;GENÉRICO;NITROSUREIAS ALQUILANTES
104920186;25351024934;carvedilol;MEDICAMENTO;GENÉRICO;ANTI-HIPERTENSIVOS SIMPLES
105830841;25351395664;carvedilol;MEDICAMENTO;GENÉRICO;ANTI-HIPERTENSIVOS
126750242;25351396242;carvedilol;MEDICAMENTO;GENÉRICO;ANTI-HIPERTENSIVOS
167730479;25351395908;carvedilol;MEDICAMENTO;GENÉRICO;ANTI-HIPERTENSIVOS
156510068;25351185498;carvedilol;MEDICAMENTO;GENÉRICO;ANTI-HIPERTENSIVOS
143810250;25351789728;carvedilol;MEDICAMENTO;GENÉRICO;ANTI-HIPERTENSIVOS
125680315;25351405558;carvedilol;MEDICAMENTO;GENÉRICO;ANTI-HIPERTENSIVOS
109740324;25351423924;carvedilol;MEDICAMENTO;GENÉRICO;ANTI-HIPERTENSIVOS SIMPLES
120090024;25000011971;castanha da índia;MEDICAMENTO;FITOTERÁPICO;FITOTERAPICO SIMPLES
105830504;25351405105;cefaclor;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
135690379;25351405979;cefaclor;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
105830894;25351603141;cefaclor;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
167730546;25351590315;cefaclor;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
102351312;25351314988;cefaclor;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
155840032;25351034957;cefadroxila;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
103700537;25351686940;cefadroxila;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
183260228;25351693496;cefadroxila;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
141070092;25351327871;cefadroxila;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
100430735;25351030014;cefalexina;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
100470400;25351083623;cefalexina;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
151670020;25351154454;cefalexina;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
143810113;25351458275;cefalexina;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
104971354;25351421153;cefalexina;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
104971355;25351232843;cefalexina;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
155840056;25351469998;cefalexina;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
106460181;25351613515;cefalexina;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
155840294;25351311147;cefalexina;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
141070091;25351327865;cefalexina;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
155840477;25351180541;cefalexina;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
126750233;25351414893;cefalexina;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
167730467;25351378448;cefalexina;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
155620052;25351731491;cefalexina;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
113001186;25351107415;cefalexina monoidratada;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
118190192;25351847487;cefalexina monoidratada;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
103700298;25351002877;cefalotina sódica;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
155620028;25351211612;cefalotina sódica;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
155620056;25351665621;cefalotina sódica;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
103110140;25351408020;cefazolina sódica;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
100630233;25351767116;cefazolina sódica;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
172230003;25351669572;cefazolina sódica;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
172230005;25351560736;cefazolina sódica;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
100630247;25351788353;cefazolina sódica;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
155620055;25351648885;cefazolina sódica;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
114020036;25351284914;cefoxitina sódica;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
100410203;25351936275;cefoxitina sódica;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
120690038;25351170279;cefpilib;MEDICAMENTO;SIMILAR;CEFALOSPORINAS
100630238;25351019973;ceftazidima pentahidratada;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
172230002;25351669565;ceftazidima pentaidratada;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
155620030;25351191733;ceftriaxona dissódica;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
172230001;25351669558;ceftriaxona dissódica;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
103700712;25351120882;ceftriaxona dissódica;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
100430706;25351001427;ceftriaxona dissódica hemieptaidratada;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
100430710;25351004625;ceftriaxona dissódica hemieptaidratada;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
116370136;25351672885;ceftriaxona dissódica hemieptaidratada;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
155620054;25351648886;ceftriaxona dissódica hemieptaidratada;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
100410211;25351936310;ceftriaxona dissódica hemieptaidratada;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
116370174;25351553090;ceftriaxona dissódica hemieptaidratada;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
155840619;25351042792;ceftriaxona sódica;MEDICAMENTO;GENÉRICO;CEFALOSPORINAS
100630236;25351013827;cefuroxima sódica;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
155840497;25351771388;celecoxibe;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
112130475;25351469249;celecoxibe;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
105730489;25351526260;celecoxibe;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
100431220;25351810811;celecoxibe;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
105730606;25351849229;celecoxibe;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
156510078;25351743320;celecoxibe;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
123520260;25351570725;celecoxibe;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
155840580;25351322966;celecoxibe;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
102351330;25351440192;celecoxibe;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
126750381;25351092627;celecoxibe;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
105830977;25351169609;celecoxibe;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
155840588;25351255803;celecoxibe;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
105350221;25351392912;celecoxibe;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
125680123;25351279424;cetoconazol;MEDICAMENTO;GENÉRICO;ANTIMICOTICO
125680192;25351434605;cetoconazol;MEDICAMENTO;GENÉRICO;ANTIMICOTICO
141070064;25351415777;cetoconazol;MEDICAMENTO;GENÉRICO;ANTIMICOTICO
105350145;25351145253;cetoconazol;MEDICAMENTO;GENÉRICO;ANTIMICOTICO
155840053;25351612026;cetoconazol;MEDICAMENTO;GENÉRICO;ANTIMICOTICO
105350182;25351006301;cetoconazol;MEDICAMENTO;GENÉRICO;ANTIMICOTICO
154230254;25351417838;cetoconazol;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS SISTEMICOS
105350190;25351508817;cetoconazol;MEDICAMENTO;GENÉRICO;ANTIMICOTICO
104810129;25351091939;cetoconazol;MEDICAMENTO;GENÉRICO;ANTIMICOTICO
103700715;25351188536;cetoconazol;MEDICAMENTO;GENÉRICO;ANTIMICOTICO
105350216;25351417785;cetoconazol;MEDICAMENTO;GENÉRICO;ANTIMICOTICO
103920200;25351958008;cetoconazol;MEDICAMENTO;GENÉRICO;ANTIMICOTICO
141070634;25351594288;cetoconazol + betametasona + sulfato de neomicina;MEDICAMENTO;GENÉRICO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
105830460;25351251959;cetoconazol + dipropionato de betametasona;MEDICAMENTO;GENÉRICO;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
135690335;25351251564;cetoconazol + dipropionato de betametasona;MEDICAMENTO;GENÉRICO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
167730365;25351661775;cetoconazol + dipropionato de betametasona;MEDICAMENTO;GENÉRICO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
154230263;25351165882;cetoconazol + dipropionato de betametasona;MEDICAMENTO;GENÉRICO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
123520176;25351070832;cetoconazol + dipropionato de betametasona + sulfato de neomicina;MEDICAMENTO;GENÉRICO;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
103940521;25351084824;cetoconazol + dipropionato de betametasona + sulfato de neomicina;MEDICAMENTO;GENÉRICO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
112130483;25351162062;cetoconazol + dipropionato de betametasona + sulfato de neomicina;MEDICAMENTO;;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
104400207;25351018333;cetoconazol + dipropionato de betametasona + sulfato de neomicina;MEDICAMENTO;GENÉRICO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
102351273;25351257236;cetoconazol + dipropionato de betametasona + sulfato de neomicina;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
105730683;25351861681;cetoconazol + dipropionato de betametasona + sulfato de neomicina;MEDICAMENTO;GENÉRICO;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
126750358;25351328914;cetoconazol + dipropionato de betametasona + sulfato de neomicina;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
103700497;25351096395;cetoconazol+ dipropionato de betametasona;MEDICAMENTO;GENÉRICO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
105350168;25351056489;cetoconazol+dipropionato de betametasona;MEDICAMENTO;GENÉRICO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
109170108;25351502977;cetoconazol+dipropionato de betametasona;MEDICAMENTO;GENÉRICO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
104810116;25351957969;cetoconazol+dipropionato de betametasona+sulfato de neomicina;MEDICAMENTO;GENÉRICO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
143810245;25351557839;cetoconazol+dipropionato de betametasona+sulfato de neomicina;MEDICAMENTO;GENÉRICO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
103700555;25351526784;cetoprofeno;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS ANTIREUMATICOS
113001163;25351171580;cetoprofeno;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS ANTIREUMATICOS
100431214;25351306243;cetoprofeno;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS ANTIREUMATICOS
102351254;25351662658;cetoprofeno;MEDICAMENTO;GENÉRICO;ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS
105830925;25351703420;cetoprofeno;MEDICAMENTO;GENÉRICO;ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS
126750316;25351703517;cetoprofeno;MEDICAMENTO;GENÉRICO;ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS
167730582;25351703186;cetoprofeno;MEDICAMENTO;GENÉRICO;ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS
183260452;25351647581;cetoprofeno;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS ANTIREUMATICOS
104971462;25351482782;cetoprofeno;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS ANTIREUMATICOS + CETOPROFENO
104650483;25351021471;cetorolaco de trometamol;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
172870132;25351206322;cetorolaco de trometamol;MEDICAMENTO;;ANTINFLAMATORIOS
155840091;25351534925;cetorolaco de trometamol;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
100930261;25351221330;cibrato;MEDICAMENTO;SIMILAR;ANTILIPEMICOS
172870491;25351281564;cibrato;MEDICAMENTO;;ANTILIPEMICOS
178170779;25351261805;cibrato;MEDICAMENTO;;ANTILIPEMICOS
118190148;25351451074;ciclesonida;MEDICAMENTO;GENÉRICO;PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA
103700748;25351007285;ciclopirox olamina;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
100470640;25351254184;ciclosporina;MEDICAMENTO;GENÉRICO;AGENTE IMUNOSUPRESSOR + IMUNOSUPRESSOR
112130494;25351721741;cilostazol;MEDICAMENTO;SIMILAR;ANTITROMBOTICO
102351263;25351714053;cilostazol;MEDICAMENTO;GENÉRICO;ANTITROMBOTICO
105730553;25351689296;cilostazol;MEDICAMENTO;GENÉRICO;ANTITROMBOTICO
105831008;25351049658;cilostazol;MEDICAMENTO;GENÉRICO;ANTITROMBOTICO
167730066;25351101257;cilostazol;MEDICAMENTO;GENÉRICO;ANTITROMBOTICO
103700285;25351000314;cimetidina;MEDICAMENTO;GENÉRICO;ANTIULCEROSOS
113001014;25351183081;ciprofibrato;MEDICAMENTO;GENÉRICO;ANTILIPEMICOS
155840057;25351222610;ciprofibrato;MEDICAMENTO;GENÉRICO;ANTILIPEMICOS
172870318;25351238227;ciprofibrato;MEDICAMENTO;GENÉRICO;ANTILIPEMICOS
155840195;25351534907;ciprofibrato;MEDICAMENTO;GENÉRICO;ANTILIPEMICOS
100890391;25351060021;ciprofibrato;MEDICAMENTO;GENÉRICO;ANTILIPEMICOS
103920180;25351164123;ciprofibrato;MEDICAMENTO;GENÉRICO;ANTILIPEMICOS
100431221;25351186931;ciprofibrato;MEDICAMENTO;GENÉRICO;ANTILIPEMICOS
105350198;25351418859;ciprofibrato;MEDICAMENTO;GENÉRICO;ANTILIPEMICOS
109740257;25351114942;ciprofibrato;MEDICAMENTO;GENÉRICO;ANTILIPEMICOS
143810233;25351787670;ciprofibrato;MEDICAMENTO;GENÉRICO;ANTILIPEMICOS
183260422;25351627021;ciprofibrato;MEDICAMENTO;GENÉRICO;ANTILIPEMICOS
105350225;25351743313;ciprofibrato;MEDICAMENTO;GENÉRICO;ANTILIPEMICOS
100430739;25351021798;ciprofloxacino;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
151700017;25351262270;ciprofloxacino;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
100410153;25351042139;ciprofloxacino;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
103110155;25351171101;ciprofloxacino;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
100431427;25351651463;ciprofloxacino;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
100430035;25351045569;citalopram;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
100890395;25351336601;citalopram;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
100681143;25351472974;citalopram;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
155840593;25351688306;citalopram;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
113430151;25351119041;citrato de fentanila;MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
102350970;25351035261;citrato de fentanila;MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
105830669;25351034841;citrato de fentanila;MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
135690553;25351036036;citrato de fentanila;MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
167730119;25351074371;citrato de fentanila;MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
103700588;25351638875;citrato de fentanila;MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
100410166;25351235758;citrato de fentanila;MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
135690347;25351212862;citrato de orfenadrina+dipirona sódica+cafeína;MEDICAMENTO;GENÉRICO;RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS
167730234;25351657051;citrato de orfenadrina+dipirona sódica+cafeína;MEDICAMENTO;;RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS
102351117;25351384649;citrato de sildenafila;MEDICAMENTO;GENÉRICO;VASODILATADORES
105830791;25351321371;citrato de sildenafila;MEDICAMENTO;GENÉRICO;VASODILATADORES
126250101;25351068508;citrato de sildenafila;MEDICAMENTO;GENÉRICO;VASODILATADORES
167730424;25351321590;citrato de sildenafila;MEDICAMENTO;GENÉRICO;VASODILATADORES
126750198;25351458324;citrato de sildenafila;MEDICAMENTO;GENÉRICO;VASODILATADORES
105830819;25351376014;citrato de sildenafila;MEDICAMENTO;GENÉRICO;VASODILATADORES
167730451;25351375969;citrato de sildenafila;MEDICAMENTO;GENÉRICO;VASODILATADORES
126250102;25351743544;citrato de sildenafila;MEDICAMENTO;GENÉRICO;VASODILATADORES
135690694;25351413402;citrato de sildenafila;MEDICAMENTO;GENÉRICO;VASODILATADORES
143810213;25351000248;citrato de sildenafila;MEDICAMENTO;GENÉRICO;VASODILATADORES
156510071;25351714726;citrato de sildenafila;MEDICAMENTO;GENÉRICO;VASODILATADORES
151670053;25351061247;citrato de sildenafila;MEDICAMENTO;GENÉRICO;VASODILATADORES
116370130;25351666834;citrato de tamoxifeno;MEDICAMENTO;GENÉRICO;ANTINEOPLASICO
126750304;25351859619;citrato de tamoxifeno;MEDICAMENTO;GENÉRICO;ANTINEOPLASICO
105830927;25351212788;citrato de tamoxifeno;MEDICAMENTO;GENÉRICO;ANTINEOPLASICO
167730587;25351212789;citrato de tamoxifeno;MEDICAMENTO;GENÉRICO;ANTINEOPLASICO
112330052;25351613659;citrato de tamoxifeno;MEDICAMENTO;GENÉRICO;ANTINEOPLASICO
105830634;25351380252;claquinona;MEDICAMENTO;SIMILAR;DESMELANIZANTES
100890293;25351168620;claritromicina;MEDICAMENTO;GENÉRICO;ANTIBIOTICO (ANTIMICOTICO)
155620025;25351127392;claritromicina;MEDICAMENTO;GENÉRICO;MACROLIDEOS
105530382;25351155753;claritromicina;MEDICAMENTO;GENÉRICO;MACROLIDEOS
105830943;25351613418;claritromicina;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
141070628;25351495528;claritromicina;MEDICAMENTO;GENÉRICO;MACROLÍDEOS
109650004;25351876153;claritromicina;MEDICAMENTO;GENÉRICO;MACROLÍDEOS
167730083;25351394250;cleankinol;MEDICAMENTO;SIMILAR;DESMELANIZANTES
102350752;25351052367;clonazepam;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
105830429;25351052241;clonazepam;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
104970007;25351127204;clonazepam;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
113430166;25351211961;clonazepam;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
103700553;25351332450;clonazepam;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
167730324;25351668060;clonazepam;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
110390180;25351149929;clonazepam;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
105830836;25351330412;clonazepam;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
167730490;25351330381;clonazepam;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
154230255;25351417891;clonazepam;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
125680270;25351730932;clonazepam;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
102980500;25351854703;clonazepam;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
102980554;25351810498;clonazepam;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
105830904;25351364438;clonixinato de lisina;MEDICAMENTO;GENÉRICO;ANTINFLAMATORIOS
102351126;25351767716;clonixinato de lisina + cloridrato de ciclobenzaprin;MEDICAMENTO;GENÉRICO;ANALGESICOS
104650482;25351019232;cloranfenicol;MEDICAMENTO;GENÉRICO;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO
172870216;25351205395;cloranfenicol;MEDICAMENTO;;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO
155840159;25351535790;cloranfenicol;MEDICAMENTO;;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO
103110041;25001001412;cloreto de sodio 20%;MEDICAMENTO;SIMILAR;ELETROLITOS SIMPLES
183260366;25351838728;cloridarto de memantina;MEDICAMENTO;GENÉRICO;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
115240003;25351081622;cloridrato  de raloxifeno;MEDICAMENTO;GENÉRICO;SUPRESSORES DA REABSORCAO OSSEA
125680039;25351034967;cloridrato de ambroxol;MEDICAMENTO;GENÉRICO;EXPECTORANTES BALSAMICOS E MUCOLITICO
105830477;25351265121;cloridrato de ambroxol;MEDICAMENTO;GENÉRICO;EXPECTORANTES BALSAMICOS E MUCOLITICO
135690353;25351264962;cloridrato de ambroxol;MEDICAMENTO;GENÉRICO;EXPECTORANTES BALSAMICOS E MUCOLITICO
104041992;25351197022;cloridrato de ambroxol;MEDICAMENTO;GENÉRICO;EXPECTORANTES BALSAMICOS E MUCOLITICO
147610014;25351371469;cloridrato de ambroxol;MEDICAMENTO;GENÉRICO;EXPECTORANTES BALSAMICOS E MUCOLITICO
147610015;25351276135;cloridrato de ambroxol;MEDICAMENTO;GENÉRICO;EXPECTORANTES BALSAMICOS E MUCOLITICO
167730218;25351661844;cloridrato de ambroxol;MEDICAMENTO;;EXPECTORANTES BALSAMICOS E MUCOLITICO
104810110;25351862526;cloridrato de ambroxol;MEDICAMENTO;GENÉRICO;EXPECTORANTES BALSAMICOS E MUCOLITICO
105830885;25351392700;cloridrato de ambroxol;MEDICAMENTO;GENÉRICO;EXPECTORANTES BALSAMICOS E MUCOLITICO
126750282;25351221110;cloridrato de ambroxol;MEDICAMENTO;GENÉRICO;EXPECTORANTES BALSAMICOS E MUCOLITICO
167730549;25351222303;cloridrato de ambroxol;MEDICAMENTO;GENÉRICO;EXPECTORANTES BALSAMICOS E MUCOLITICO
105830837;25351384673;cloridrato de amilorida + hidroclorotiazida;MEDICAMENTO;GENÉRICO;ASSOCIACAO DE FARMACOS COM ACAO DIURETICA
167730474;25351384689;cloridrato de amilorida + hidroclorotiazida;MEDICAMENTO;GENÉRICO;ASSOCIACAO DE FARMACOS COM ACAO DIURETICA
113430122;25351181552;cloridrato de amiodarona;MEDICAMENTO;GENÉRICO;ANTIARRITMICOS
123520189;25351428031;cloridrato de amiodarona;MEDICAMENTO;GENÉRICO;ANTIARRITMICOS
113001049;25351042707;cloridrato de amiodarona;MEDICAMENTO;GENÉRICO;ANTIARRITMICOS
107140254;25351640304;cloridrato de amiodarona;MEDICAMENTO;GENÉRICO;ANTIARRITMICOS
154230277;25351679230;cloridrato de amiodarona;MEDICAMENTO;GENÉRICO;ANTIARRITMICOS
156510070;25351711988;cloridrato de amiodarona;MEDICAMENTO;GENÉRICO;ANTIARRITMICOS
114020088;25351608374;cloridrato de amiodarona;MEDICAMENTO;GENÉRICO;ANTIARRITMICOS
100410206;25351936251;cloridrato de amiodarona;MEDICAMENTO;GENÉRICO;ANTIARRITMICOS
100430896;25351222724;cloridrato de amitriptilina;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
103700510;25351087352;cloridrato de amitriptilina;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
167730036;25351568360;cloridrato de amitriptilina;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
155840067;25351534978;cloridrato de amitriptilina;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
105830799;25351087696;cloridrato de amitriptilina;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
167730427;25351087697;cloridrato de amitriptilina;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
126750339;25351745794;cloridrato de amitriptilina;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
135690284;25351208331;cloridrato de anfepramona;MEDICAMENTO;GENÉRICO;ANOREXICOS SIMPLES
105830526;25351111911;cloridrato de azelastina;MEDICAMENTO;GENÉRICO;ANTIALERGICOS
135690388;25351111988;cloridrato de azelastina;MEDICAMENTO;GENÉRICO;ANTIALERGICOS
109740289;25351144258;cloridrato de benazepril;MEDICAMENTO;GENÉRICO;ANTI-HIPERTENSIVOS SIMPLES
155730039;25351702106;cloridrato de bendamustina;MEDICAMENTO;GENÉRICO;ANTINEOPLASICOS CITOTOXICOS
102350766;25351180939;cloridrato de betaxolol;MEDICAMENTO;GENÉRICO;ANTIGLAUCOMATOSOS
105830441;25351181695;cloridrato de betaxolol;MEDICAMENTO;GENÉRICO;ANTIGLAUCOMATOSOS
135690310;25351181483;cloridrato de betaxolol;MEDICAMENTO;GENÉRICO;ANTIGLAUCOMATOSOS
154230168;25351215334;cloridrato de betaxolol;MEDICAMENTO;GENÉRICO;ANTIGLAUCOMATOSOS
104971441;25351702649;cloridrato de biperideno;MEDICAMENTO;SIMILAR;ANTICONVULSIVANTES E ANTIPARKINSONIANOS
167730020;25351467964;cloridrato de bromexina;MEDICAMENTO;GENÉRICO;EXPECTORANTES BALSAMICOS E MUCOLITICO
102350925;25351579421;cloridrato de buflomedil;MEDICAMENTO;GENÉRICO;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
105830624;25351575080;cloridrato de buflomedil;MEDICAMENTO;GENÉRICO;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
135690515;25351580067;cloridrato de buflomedil;MEDICAMENTO;GENÉRICO;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
167730069;25351575090;cloridrato de buflomedil;MEDICAMENTO;GENÉRICO;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
